Run,Model,Observed,Predicted,Delta
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,1,1,0
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,0,1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,0,1
63,baseline,0,1,-1
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,1,0,1
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,0,1
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,1,-1
63,baseline,0,0,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,1,0,1
63,baseline,1,0,1
63,baseline,1,0,1
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,1,1,0
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,1,1,0
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,0,1
63,baseline,1,0,1
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,1,-1
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,1,1,0
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,1,0,1
63,baseline,1,0,1
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,0,0
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline,1,1,0
63,baseline,0,1,-1
63,baseline,0,1,-1
63,baseline,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,0,1
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,1,-1
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,1,1,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
63,baseline + no WHG ancestry + mobility,0,0,0
